#    time      flux     flux_err 
    3.68297   0.99326   0.00011 
    3.68307   0.99309   0.00008 
    3.68317   0.99310   0.00010 
    3.68326   0.99323   0.00008 
    3.68336   0.99327   0.00009 
    3.68345   0.99311   0.00008 
    3.68355   0.99326   0.00010 
    3.68365   0.99304   0.00009 
    3.68374   0.99317   0.00012 
    3.68384   0.99326   0.00012 
    3.68394   0.99324   0.00011 
    3.68403   0.99299   0.00010 
    3.68413   0.99314   0.00008 
    3.68422   0.99327   0.00011 
    3.68432   0.99302   0.00009 
    3.68442   0.99307   0.00010 
    3.68451   0.99324   0.00011 
    3.68461   0.99326   0.00009 
    3.68471   0.99320   0.00010 
    3.68480   0.99327   0.00012 
    3.68490   0.99307   0.00009 
    3.68499   0.99303   0.00012 
    3.68509   0.99310   0.00012 
    3.68519   0.99309   0.00009 
    3.68528   0.99316   0.00011 
    3.68538   0.99319   0.00010 
    3.68547   0.99315   0.00011 
    3.68557   0.99306   0.00009 
    3.68567   0.99314   0.00008 
    3.68576   0.99327   0.00009 
    3.68586   0.99292   0.00012 
    3.68596   0.99322   0.00011 
    3.68605   0.99313   0.00012 
    3.68615   0.99305   0.00009 
    3.68624   0.99326   0.00012 
    3.68634   0.99300   0.00012 
    3.68644   0.99304   0.00008 
    3.68653   0.99311   0.00009 
    3.68663   0.99324   0.00011 
    3.68673   0.99301   0.00008 
    3.68682   0.99304   0.00011 
    3.68692   0.99309   0.00009 
    3.68701   0.99314   0.00011 
    3.68711   0.99310   0.00008 
    3.68721   0.99313   0.00008 
    3.68730   0.99314   0.00008 
    3.68740   0.99310   0.00012 
    3.68749   0.99324   0.00010 
    3.68759   0.99313   0.00011 
    3.68769   0.99311   0.00010 
    3.68778   0.99309   0.00008 
    3.68788   0.99316   0.00011 
    3.68798   0.99305   0.00009 
    3.68807   0.99339   0.00008 
    3.68817   0.99306   0.00009 
    3.68826   0.99326   0.00012 
    3.68836   0.99304   0.00009 
    3.68846   0.99317   0.00010 
    3.68855   0.99310   0.00010 
    3.68865   0.99284   0.00012 
    3.68875   0.99308   0.00009 
    3.68884   0.99330   0.00010 
    3.68894   0.99303   0.00010 
    3.68903   0.99317   0.00008 
    3.68913   0.99300   0.00008 
    3.68923   0.99301   0.00011 
    3.68932   0.99319   0.00011 
    3.68942   0.99303   0.00008 
    3.68952   0.99298   0.00008 
    3.68961   0.99298   0.00011 
    3.68971   0.99307   0.00008 
    3.68980   0.99309   0.00011 
    3.68990   0.99320   0.00012 
    3.69000   0.99304   0.00011 
    3.69009   0.99304   0.00008 
    3.69019   0.99306   0.00012 
    3.69028   0.99322   0.00010 
    3.69038   0.99303   0.00010 
    3.69048   0.99311   0.00008 
    3.69057   0.99299   0.00012 
    3.69067   0.99302   0.00010 
    3.69077   0.99329   0.00008 
    3.69086   0.99305   0.00008 
    3.69096   0.99288   0.00009 
    3.69105   0.99300   0.00012 
    3.69115   0.99314   0.00009 
    3.69125   0.99315   0.00009 
    3.69134   0.99298   0.00010 
    3.69144   0.99317   0.00012 
    3.69154   0.99326   0.00012 
    3.69163   0.99310   0.00010 
    3.69173   0.99311   0.00010 
    3.69182   0.99298   0.00011 
    3.69192   0.99325   0.00010 
    3.69202   0.99316   0.00010 
    3.69211   0.99316   0.00012 
    3.69221   0.99318   0.00010 
    3.69230   0.99299   0.00008 
    3.69240   0.99311   0.00012 
    3.69250   0.99320   0.00008 
    3.69259   0.99310   0.00012 
    3.69269   0.99310   0.00011 
    3.69279   0.99302   0.00010 
    3.69288   0.99306   0.00012 
    3.69298   0.99288   0.00012 
    3.69307   0.99314   0.00012 
    3.69317   0.99314   0.00009 
    3.69327   0.99319   0.00008 
    3.69336   0.99311   0.00010 
    3.69346   0.99306   0.00011 
    3.69356   0.99292   0.00010 
    3.69365   0.99328   0.00012 
    3.69375   0.99291   0.00009 
    3.69384   0.99307   0.00008 
    3.69394   0.99296   0.00008 
    3.69404   0.99302   0.00012 
    3.69413   0.99316   0.00012 
    3.69423   0.99323   0.00009 
    3.69432   0.99312   0.00008 
    3.69442   0.99304   0.00008 
    3.69452   0.99315   0.00011 
    3.69461   0.99309   0.00009 
    3.69471   0.99306   0.00011 
    3.69481   0.99310   0.00012 
    3.69490   0.99322   0.00012 
    3.69500   0.99317   0.00009 
    3.69509   0.99304   0.00008 
    3.69519   0.99302   0.00008 
    3.69529   0.99317   0.00009 
    3.69538   0.99313   0.00011 
    3.69548   0.99293   0.00011 
    3.69558   0.99295   0.00011 
    3.69567   0.99292   0.00009 
    3.69577   0.99299   0.00010 
    3.69586   0.99321   0.00009 
    3.69596   0.99321   0.00010 
    3.69606   0.99317   0.00009 
    3.69615   0.99313   0.00008 
    3.69625   0.99299   0.00010 
    3.69634   0.99288   0.00009 
    3.69644   0.99310   0.00008 
    3.69654   0.99290   0.00010 
    3.69663   0.99304   0.00011 
    3.69673   0.99297   0.00010 
    3.69683   0.99309   0.00012 
    3.69692   0.99317   0.00008 
    3.69702   0.99308   0.00011 
    3.69711   0.99313   0.00012 
    3.69721   0.99293   0.00008 
    3.69731   0.99305   0.00008 
    3.69740   0.99295   0.00009 
    3.69750   0.99307   0.00012 
    3.69760   0.99298   0.00008 
    3.69769   0.99291   0.00009 
    3.69779   0.99311   0.00008 
    3.69788   0.99301   0.00009 
    3.69798   0.99330   0.00008 
    3.69808   0.99300   0.00011 
    3.69817   0.99312   0.00008 
    3.69827   0.99319   0.00012 
    3.69836   0.99313   0.00009 
    3.69846   0.99321   0.00009 
    3.69856   0.99302   0.00011 
    3.69865   0.99298   0.00008 
    3.69875   0.99306   0.00009 
    3.69885   0.99306   0.00009 
    3.69894   0.99322   0.00008 
    3.69904   0.99300   0.00010 
    3.69913   0.99304   0.00009 
    3.69923   0.99314   0.00009 
    3.69933   0.99310   0.00010 
    3.69942   0.99291   0.00012 
    3.69952   0.99283   0.00010 
    3.69962   0.99303   0.00011 
    3.69971   0.99290   0.00011 
    3.69981   0.99296   0.00008 
    3.69990   0.99313   0.00011 
    3.70000   0.99308   0.00008 
    3.78000   0.99338   0.00009 
    3.78005   0.99346   0.00009 
    3.78010   0.99347   0.00012 
    3.78014   0.99345   0.00010 
    3.78019   0.99346   0.00012 
    3.78024   0.99331   0.00011 
    3.78029   0.99349   0.00012 
    3.78034   0.99338   0.00012 
    3.78038   0.99354   0.00011 
    3.78043   0.99350   0.00009 
    3.78048   0.99346   0.00012 
    3.78053   0.99342   0.00008 
    3.78058   0.99363   0.00012 
    3.78063   0.99360   0.00012 
    3.78067   0.99332   0.00012 
    3.78072   0.99353   0.00008 
    3.78077   0.99351   0.00011 
    3.78082   0.99369   0.00010 
    3.78087   0.99345   0.00009 
    3.78091   0.99349   0.00012 
    3.78096   0.99342   0.00008 
    3.78101   0.99357   0.00009 
    3.78106   0.99348   0.00012 
    3.78111   0.99345   0.00009 
    3.78115   0.99351   0.00012 
    3.78120   0.99341   0.00009 
    3.78125   0.99345   0.00010 
    3.78130   0.99346   0.00008 
    3.78135   0.99355   0.00012 
    3.78139   0.99349   0.00012 
    3.78144   0.99358   0.00010 
    3.78149   0.99368   0.00010 
    3.78154   0.99361   0.00012 
    3.78159   0.99350   0.00009 
    3.78164   0.99363   0.00012 
    3.78168   0.99345   0.00009 
    3.78173   0.99364   0.00009 
    3.78178   0.99340   0.00012 
    3.78183   0.99349   0.00008 
    3.78188   0.99364   0.00010 
    3.78192   0.99343   0.00008 
    3.78197   0.99341   0.00010 
    3.78202   0.99359   0.00008 
    3.78207   0.99355   0.00010 
    3.78212   0.99347   0.00008 
    3.78216   0.99356   0.00008 
    3.78221   0.99345   0.00009 
    3.78226   0.99347   0.00009 
    3.78231   0.99366   0.00009 
    3.78236   0.99354   0.00010 
    3.78240   0.99343   0.00010 
    3.78245   0.99362   0.00010 
    3.78250   0.99355   0.00011 
    3.78255   0.99344   0.00011 
    3.78260   0.99366   0.00010 
    3.78265   0.99356   0.00008 
    3.78269   0.99360   0.00008 
    3.78274   0.99356   0.00011 
    3.78279   0.99360   0.00010 
    3.78284   0.99353   0.00008 
    3.78289   0.99364   0.00011 
    3.78293   0.99359   0.00010 
    3.78298   0.99360   0.00010 
    3.78303   0.99356   0.00009 
    3.78308   0.99353   0.00011 
    3.78313   0.99352   0.00012 
    3.78317   0.99363   0.00012 
    3.78322   0.99344   0.00011 
    3.78327   0.99352   0.00011 
    3.78332   0.99365   0.00009 
    3.78337   0.99357   0.00011 
    3.78341   0.99354   0.00009 
    3.78346   0.99353   0.00008 
    3.78351   0.99361   0.00010 
    3.78356   0.99347   0.00011 
    3.78361   0.99350   0.00010 
    3.78366   0.99352   0.00012 
    3.78370   0.99372   0.00008 
    3.78375   0.99354   0.00012 
    3.78380   0.99344   0.00010 
    3.78385   0.99386   0.00008 
    3.78390   0.99356   0.00010 
    3.78394   0.99353   0.00008 
    3.78399   0.99356   0.00011 
    3.78404   0.99350   0.00010 
    3.78409   0.99353   0.00009 
    3.78414   0.99362   0.00010 
    3.78418   0.99377   0.00008 
    3.78423   0.99358   0.00012 
    3.78428   0.99375   0.00010 
    3.78433   0.99351   0.00011 
    3.78438   0.99356   0.00008 
    3.78442   0.99360   0.00010 
    3.78447   0.99360   0.00012 
    3.78452   0.99366   0.00010 
    3.78457   0.99369   0.00009 
    3.78462   0.99360   0.00009 
    3.78467   0.99342   0.00008 
    3.78471   0.99348   0.00010 
    3.78476   0.99350   0.00008 
    3.78481   0.99360   0.00011 
    3.78486   0.99362   0.00008 
    3.78491   0.99362   0.00011 
    3.78495   0.99346   0.00008 
    3.78500   0.99357   0.00008 
    3.78505   0.99361   0.00011 
    3.78510   0.99387   0.00009 
    3.78515   0.99353   0.00010 
    3.78519   0.99361   0.00012 
    3.78524   0.99353   0.00010 
    3.78529   0.99353   0.00008 
    3.78534   0.99369   0.00008 
    3.78539   0.99378   0.00008 
    3.78543   0.99357   0.00011 
    3.78548   0.99369   0.00008 
    3.78553   0.99363   0.00008 
    3.78558   0.99388   0.00008 
    3.78563   0.99367   0.00009 
    3.78568   0.99346   0.00010 
    3.78572   0.99353   0.00011 
    3.78577   0.99361   0.00009 
    3.78582   0.99365   0.00010 
    3.78587   0.99354   0.00011 
    3.78592   0.99372   0.00008 
    3.78596   0.99362   0.00008 
    3.78601   0.99377   0.00012 
    3.78606   0.99338   0.00008 
    3.78611   0.99385   0.00009 
    3.78616   0.99351   0.00008 
    3.78620   0.99362   0.00011 
    3.78625   0.99361   0.00010 
    3.78630   0.99363   0.00009 
    3.78635   0.99357   0.00012 
    3.78640   0.99363   0.00011 
    3.78644   0.99358   0.00012 
    3.78649   0.99371   0.00009 
    3.78654   0.99367   0.00012 
    3.78659   0.99362   0.00011 
    3.78664   0.99352   0.00009 
    3.78669   0.99359   0.00012 
    3.78673   0.99375   0.00010 
    3.78678   0.99371   0.00010 
    3.78683   0.99371   0.00011 
    3.78688   0.99380   0.00012 
    3.78693   0.99341   0.00011 
    3.78697   0.99381   0.00011 
    3.78702   0.99365   0.00011 
    3.78707   0.99376   0.00010 
    3.78712   0.99372   0.00010 
    3.78717   0.99364   0.00008 
    3.78721   0.99354   0.00012 
    3.78726   0.99353   0.00011 
    3.78731   0.99369   0.00008 
    3.78736   0.99351   0.00011 
    3.78741   0.99373   0.00011 
    3.78745   0.99369   0.00008 
    3.78750   0.99354   0.00010 
    3.78755   0.99368   0.00010 
    3.78760   0.99366   0.00009 
    3.78765   0.99369   0.00012 
    3.78770   0.99355   0.00008 
    3.78774   0.99366   0.00008 
    3.78779   0.99370   0.00008 
    3.78784   0.99365   0.00008 
    3.78789   0.99348   0.00011 
    3.78794   0.99378   0.00010 
    3.78798   0.99367   0.00012 
    3.78803   0.99382   0.00012 
    3.78808   0.99369   0.00011 
    3.78813   0.99367   0.00011 
    3.78818   0.99369   0.00008 
    3.78822   0.99375   0.00008 
    3.78827   0.99367   0.00009 
    3.78832   0.99384   0.00011 
    3.78837   0.99379   0.00009 
    3.78842   0.99373   0.00010 
    3.78846   0.99376   0.00012 
    3.78851   0.99376   0.00009 
    3.78856   0.99361   0.00008 
    3.78861   0.99358   0.00010 
    3.78866   0.99374   0.00010 
    3.78871   0.99373   0.00009 
    3.78875   0.99370   0.00009 
    3.78880   0.99375   0.00008 
    3.78885   0.99380   0.00012 
    3.78890   0.99364   0.00009 
    3.78895   0.99387   0.00008 
    3.78899   0.99364   0.00008 
    3.78904   0.99392   0.00012 
    3.78909   0.99378   0.00011 
    3.78914   0.99372   0.00010 
    3.78919   0.99401   0.00009 
    3.78923   0.99376   0.00008 
    3.78928   0.99384   0.00010 
    3.78933   0.99351   0.00008 
    3.78938   0.99384   0.00010 
    3.78943   0.99381   0.00012 
    3.78947   0.99378   0.00008 
    3.78952   0.99369   0.00009 
    3.78957   0.99392   0.00010 
    3.78962   0.99368   0.00010 
    3.78967   0.99376   0.00012 
    3.78972   0.99378   0.00010 
    3.78976   0.99375   0.00010 
    3.78981   0.99370   0.00010 
    3.78986   0.99380   0.00008 
    3.78991   0.99375   0.00012 
    3.78996   0.99370   0.00009 
    3.79000   0.99378   0.00011 
    3.79005   0.99378   0.00009 
    3.79010   0.99390   0.00011 
    3.79015   0.99378   0.00010 
    3.79020   0.99378   0.00009 
    3.79024   0.99382   0.00010 
    3.79029   0.99396   0.00008 
    3.79034   0.99388   0.00010 
    3.79039   0.99358   0.00008 
    3.79044   0.99374   0.00010 
    3.79048   0.99386   0.00012 
    3.79053   0.99365   0.00008 
    3.79058   0.99399   0.00011 
    3.79063   0.99375   0.00010 
    3.79068   0.99391   0.00009 
    3.79073   0.99379   0.00012 
    3.79077   0.99370   0.00010 
    3.79082   0.99391   0.00010 
    3.79087   0.99403   0.00008 
    3.79092   0.99386   0.00011 
    3.79097   0.99378   0.00009 
    3.79101   0.99384   0.00010 
    3.79106   0.99383   0.00010 
    3.79111   0.99376   0.00011 
    3.79116   0.99388   0.00012 
    3.79121   0.99384   0.00009 
    3.79125   0.99390   0.00008 
    3.79130   0.99394   0.00009 
    3.79135   0.99386   0.00009 
    3.79140   0.99394   0.00011 
    3.79145   0.99397   0.00009 
    3.79149   0.99373   0.00011 
    3.79154   0.99382   0.00011 
    3.79159   0.99390   0.00012 
    3.79164   0.99382   0.00010 
    3.79169   0.99390   0.00008 
    3.79174   0.99373   0.00012 
    3.79178   0.99384   0.00008 
    3.79183   0.99394   0.00008 
    3.79188   0.99402   0.00012 
    3.79193   0.99401   0.00009 
    3.79198   0.99379   0.00012 
    3.79202   0.99421   0.00011 
    3.79207   0.99395   0.00010 
    3.79212   0.99407   0.00011 
    3.79217   0.99389   0.00010 
    3.79222   0.99391   0.00008 
    3.79226   0.99401   0.00009 
    3.79231   0.99399   0.00010 
    3.79236   0.99409   0.00009 
    3.79241   0.99376   0.00011 
    3.79246   0.99407   0.00012 
    3.79251   0.99380   0.00010 
    3.79255   0.99402   0.00008 
    3.79260   0.99390   0.00010 
    3.79265   0.99393   0.00009 
    3.79270   0.99398   0.00008 
    3.79275   0.99391   0.00012 
    3.79279   0.99405   0.00012 
    3.79284   0.99395   0.00011 
    3.79289   0.99405   0.00009 
    3.79294   0.99405   0.00008 
    3.79299   0.99388   0.00012 
    3.79303   0.99413   0.00010 
    3.79308   0.99396   0.00008 
    3.79313   0.99415   0.00008 
    3.79318   0.99407   0.00009 
    3.79323   0.99384   0.00010 
    3.79327   0.99403   0.00011 
    3.79332   0.99378   0.00009 
    3.79337   0.99399   0.00008 
    3.79342   0.99407   0.00012 
    3.79347   0.99407   0.00011 
    3.79352   0.99410   0.00011 
    3.79356   0.99410   0.00008 
    3.79361   0.99392   0.00010 
    3.79366   0.99398   0.00008 
    3.79371   0.99415   0.00011 
    3.79376   0.99418   0.00011 
    3.79380   0.99395   0.00012 
    3.79385   0.99413   0.00008 
    3.79390   0.99411   0.00011 
    3.79395   0.99415   0.00011 
    3.79400   0.99394   0.00011 
    3.79404   0.99398   0.00011 
    3.79409   0.99403   0.00009 
    3.79414   0.99421   0.00009 
    3.79419   0.99385   0.00010 
    3.79424   0.99417   0.00012 
    3.79428   0.99422   0.00012 
    3.79433   0.99414   0.00012 
    3.79438   0.99400   0.00009 
    3.79443   0.99418   0.00011 
    3.79448   0.99400   0.00012 
    3.79453   0.99412   0.00011 
    3.79457   0.99426   0.00008 
    3.79462   0.99405   0.00010 
    3.79467   0.99401   0.00010 
    3.79472   0.99401   0.00012 
    3.79477   0.99404   0.00009 
    3.79481   0.99403   0.00012 
    3.79486   0.99417   0.00009 
    3.79491   0.99389   0.00011 
    3.79496   0.99417   0.00012 
    3.79501   0.99398   0.00011 
    3.79505   0.99419   0.00012 
    3.79510   0.99406   0.00010 
    3.79515   0.99412   0.00011 
    3.79520   0.99428   0.00009 
    3.79525   0.99412   0.00012 
    3.79529   0.99413   0.00010 
    3.79534   0.99420   0.00009 
    3.79539   0.99410   0.00011 
    3.79544   0.99427   0.00012 
    3.79549   0.99430   0.00008 
    3.79554   0.99402   0.00011 
    3.79558   0.99423   0.00010 
    3.79563   0.99430   0.00012 
    3.79568   0.99427   0.00012 
    3.79573   0.99427   0.00010 
    3.79578   0.99417   0.00010 
    3.79582   0.99428   0.00010 
    3.79587   0.99438   0.00010 
    3.79592   0.99442   0.00010 
    3.79597   0.99419   0.00011 
    3.79602   0.99428   0.00011 
    3.79606   0.99422   0.00011 
    3.79611   0.99415   0.00012 
    3.79616   0.99447   0.00008 
    3.79621   0.99410   0.00010 
    3.79626   0.99408   0.00011 
    3.79630   0.99425   0.00008 
    3.79635   0.99427   0.00012 
    3.79640   0.99416   0.00009 
    3.79645   0.99422   0.00009 
    3.79650   0.99421   0.00008 
    3.79655   0.99422   0.00011 
    3.79659   0.99429   0.00010 
    3.79664   0.99443   0.00012 
    3.79669   0.99421   0.00012 
    3.79674   0.99416   0.00008 
    3.79679   0.99441   0.00011 
    3.79683   0.99441   0.00012 
    3.79688   0.99425   0.00009 
    3.79693   0.99433   0.00012 
    3.79698   0.99429   0.00008 
    3.79703   0.99436   0.00009 
    3.79707   0.99438   0.00012 
    3.79712   0.99439   0.00011 
    3.79717   0.99428   0.00011 
    3.79722   0.99458   0.00012 
    3.79727   0.99439   0.00008 
    3.79731   0.99438   0.00011 
    3.79736   0.99428   0.00009 
    3.79741   0.99438   0.00010 
    3.79746   0.99458   0.00010 
    3.79751   0.99460   0.00012 
    3.79756   0.99448   0.00009 
    3.79760   0.99448   0.00009 
    3.79765   0.99464   0.00012 
    3.79770   0.99462   0.00012 
    3.79775   0.99463   0.00010 
    3.79780   0.99459   0.00011 
    3.79784   0.99445   0.00012 
    3.79789   0.99455   0.00010 
    3.79794   0.99471   0.00011 
    3.79799   0.99468   0.00011 
    3.79804   0.99474   0.00008 
    3.79808   0.99453   0.00012 
    3.79813   0.99477   0.00011 
    3.79818   0.99462   0.00008 
    3.79823   0.99476   0.00010 
    3.79828   0.99479   0.00011 
    3.79832   0.99482   0.00008 
    3.79837   0.99481   0.00011 
    3.79842   0.99483   0.00010 
    3.79847   0.99492   0.00009 
    3.79852   0.99479   0.00012 
    3.79857   0.99503   0.00011 
    3.79861   0.99498   0.00010 
    3.79866   0.99514   0.00009 
    3.79871   0.99473   0.00009 
    3.79876   0.99498   0.00012 
    3.79881   0.99487   0.00012 
    3.79885   0.99513   0.00009 
    3.79890   0.99492   0.00010 
    3.79895   0.99499   0.00008 
    3.79900   0.99500   0.00011 
    3.79905   0.99506   0.00008 
    3.79909   0.99499   0.00009 
    3.79914   0.99514   0.00011 
    3.79919   0.99516   0.00008 
    3.79924   0.99507   0.00011 
    3.79929   0.99502   0.00011 
    3.79933   0.99494   0.00011 
    3.79938   0.99519   0.00009 
    3.79943   0.99525   0.00010 
    3.79948   0.99521   0.00009 
    3.79953   0.99520   0.00012 
    3.79958   0.99523   0.00012 
    3.79962   0.99534   0.00008 
    3.79967   0.99540   0.00009 
    3.79972   0.99545   0.00011 
    3.79977   0.99545   0.00010 
    3.79982   0.99545   0.00012 
    3.79986   0.99552   0.00009 
    3.79991   0.99550   0.00008 
    3.79996   0.99538   0.00010 
    3.80001   0.99549   0.00008 
    3.80006   0.99541   0.00011 
    3.80010   0.99551   0.00011 
    3.80015   0.99581   0.00008 
    3.80020   0.99557   0.00009 
    3.80025   0.99568   0.00010 
    3.80030   0.99548   0.00011 
    3.80034   0.99575   0.00011 
    3.80039   0.99576   0.00012 
    3.80044   0.99573   0.00011 
    3.80049   0.99572   0.00012 
    3.80054   0.99575   0.00011 
    3.80059   0.99589   0.00012 
    3.80063   0.99588   0.00012 
    3.80068   0.99602   0.00011 
    3.80073   0.99593   0.00009 
    3.80078   0.99598   0.00011 
    3.80083   0.99602   0.00010 
    3.80087   0.99580   0.00011 
    3.80092   0.99598   0.00012 
    3.80097   0.99599   0.00012 
    3.80102   0.99613   0.00012 
    3.80107   0.99595   0.00012 
    3.80111   0.99614   0.00011 
    3.80116   0.99601   0.00009 
    3.80121   0.99628   0.00012 
    3.80126   0.99613   0.00009 
    3.80131   0.99617   0.00012 
    3.80135   0.99620   0.00008 
    3.80140   0.99633   0.00012 
    3.80145   0.99623   0.00010 
    3.80150   0.99634   0.00009 
    3.80155   0.99634   0.00010 
    3.80160   0.99652   0.00011 
    3.80164   0.99624   0.00010 
    3.80169   0.99630   0.00011 
    3.80174   0.99639   0.00008 
    3.80179   0.99646   0.00008 
    3.80184   0.99658   0.00011 
    3.80188   0.99645   0.00012 
    3.80193   0.99640   0.00011 
    3.80198   0.99665   0.00011 
    3.80203   0.99649   0.00008 
    3.80208   0.99642   0.00009 
    3.80212   0.99666   0.00012 
    3.80217   0.99649   0.00009 
    3.80222   0.99694   0.00008 
    3.80227   0.99669   0.00012 
    3.80232   0.99660   0.00012 
    3.80236   0.99655   0.00011 
    3.80241   0.99674   0.00010 
    3.80246   0.99673   0.00011 
    3.80251   0.99679   0.00008 
    3.80256   0.99680   0.00011 
    3.80261   0.99689   0.00011 
    3.80265   0.99685   0.00012 
    3.80270   0.99685   0.00010 
    3.80275   0.99678   0.00010 
    3.80280   0.99700   0.00010 
    3.80285   0.99707   0.00011 
    3.80289   0.99702   0.00009 
    3.80294   0.99701   0.00011 
    3.80299   0.99711   0.00010 
    3.80304   0.99698   0.00012 
    3.80309   0.99696   0.00010 
    3.80313   0.99721   0.00010 
    3.80318   0.99713   0.00008 
    3.80323   0.99731   0.00010 
    3.80328   0.99705   0.00011 
    3.80333   0.99709   0.00012 
    3.80337   0.99741   0.00012 
    3.80342   0.99734   0.00008 
    3.80347   0.99738   0.00008 
    3.80352   0.99744   0.00009 
    3.80357   0.99729   0.00012 
    3.80362   0.99755   0.00012 
    3.80366   0.99763   0.00011 
    3.80371   0.99747   0.00012 
    3.80376   0.99760   0.00011 
    3.80381   0.99756   0.00012 
    3.80386   0.99741   0.00011 
    3.80390   0.99757   0.00009 
    3.80395   0.99760   0.00008 
    3.80400   0.99754   0.00009 
    3.84000   0.99986   0.00009 
    3.84008   1.00013   0.00012 
    3.84016   0.99998   0.00009 
    3.84024   1.00003   0.00008 
    3.84032   0.99993   0.00008 
    3.84040   1.00002   0.00011 
    3.84048   0.99995   0.00011 
    3.84056   1.00001   0.00011 
    3.84064   0.99998   0.00012 
    3.84072   0.99984   0.00008 
    3.84080   1.00006   0.00011 
    3.84088   1.00004   0.00012 
    3.84096   1.00000   0.00009 
    3.84104   0.99992   0.00011 
    3.84112   0.99999   0.00011 
    3.84120   1.00008   0.00012 
    3.84128   1.00001   0.00010 
    3.84136   1.00006   0.00008 
    3.84144   1.00038   0.00012 
    3.84152   0.99990   0.00011 
    3.84160   1.00003   0.00009 
    3.84168   1.00009   0.00009 
    3.84176   1.00008   0.00009 
    3.84184   1.00011   0.00012 
    3.84192   0.99988   0.00010 
    3.84200   0.99991   0.00011 
    3.84208   1.00009   0.00011 
    3.84216   0.99994   0.00012 
    3.84224   0.99998   0.00008 
    3.84232   1.00002   0.00012 
    3.84240   1.00012   0.00008 
    3.84248   0.99991   0.00012 
    3.84257   0.99998   0.00012 
    3.84265   0.99985   0.00008 
    3.84273   1.00018   0.00012 
    3.84281   0.99998   0.00009 
    3.84289   1.00003   0.00012 
    3.84297   1.00016   0.00008 
    3.84305   0.99989   0.00011 
    3.84313   1.00005   0.00012 
    3.84321   1.00008   0.00008 
    3.84329   0.99970   0.00012 
    3.84337   0.99988   0.00008 
    3.84345   1.00018   0.00012 
    3.84353   0.99999   0.00009 
    3.84361   0.99996   0.00011 
    3.84369   0.99999   0.00009 
    3.84377   1.00006   0.00010 
    3.84385   0.99991   0.00011 
    3.84393   0.99996   0.00011 
    3.84401   1.00009   0.00010 
    3.84409   1.00003   0.00010 
    3.84417   1.00003   0.00010 
    3.84425   1.00009   0.00008 
    3.84433   1.00004   0.00009 
    3.84441   0.99992   0.00009 
    3.84449   0.99995   0.00009 
    3.84457   1.00000   0.00012 
    3.84465   0.99991   0.00009 
    3.84473   0.99987   0.00010 
    3.84481   1.00003   0.00010 
    3.84489   1.00012   0.00009 
    3.84497   1.00002   0.00011 
    3.84505   1.00008   0.00008 
    3.84513   1.00000   0.00011 
    3.84521   0.99990   0.00011 
    3.84529   0.99988   0.00011 
    3.84537   1.00001   0.00010 
    3.84545   0.99993   0.00012 
    3.84553   1.00008   0.00010 
    3.84561   0.99990   0.00010 
    3.84569   1.00006   0.00008 
    3.84577   0.99998   0.00012 
    3.84585   0.99999   0.00008 
    3.84593   1.00009   0.00011 
    3.84601   0.99985   0.00010 
    3.84609   0.99997   0.00009 
    3.84617   0.99995   0.00011 
    3.84625   1.00011   0.00010 
    3.84633   1.00009   0.00012 
    3.84641   0.99994   0.00012 
    3.84649   1.00000   0.00011 
    3.84657   1.00002   0.00010 
    3.84665   0.99989   0.00011 
    3.84673   1.00015   0.00010 
    3.84681   0.99991   0.00008 
    3.84689   1.00015   0.00009 
    3.84697   0.99982   0.00012 
    3.84705   0.99993   0.00008 
    3.84713   0.99998   0.00012 
    3.84721   1.00009   0.00009 
    3.84729   0.99992   0.00012 
    3.84737   1.00004   0.00010 
    3.84745   1.00012   0.00010 
    3.84754   0.99986   0.00010 
    3.84762   1.00004   0.00010 
    3.84770   1.00018   0.00011 
    3.84778   0.99996   0.00008 
    3.84786   0.99987   0.00008 
    3.84794   0.99992   0.00012 
    3.84802   1.00000   0.00012 
    3.84810   0.99997   0.00008 
    3.84818   0.99993   0.00008 
    3.84826   0.99994   0.00008 
    3.84834   1.00013   0.00010 
    3.84842   1.00005   0.00011 
    3.84850   0.99996   0.00011 
    3.84858   1.00019   0.00012 
    3.84866   0.99994   0.00011 
    3.84874   0.99997   0.00012 
    3.84882   1.00003   0.00008 
    3.84890   1.00013   0.00011 
    3.84898   1.00002   0.00011 
    3.84906   0.99993   0.00012 
    3.84914   1.00004   0.00010 
    3.84922   1.00004   0.00012 
    3.84930   1.00001   0.00011 
    3.84938   0.99992   0.00009 
    3.84946   1.00033   0.00009 
    3.84954   0.99988   0.00008 
    3.84962   0.99993   0.00010 
    3.84970   0.99995   0.00010 
    3.84978   1.00002   0.00009 
    3.84986   1.00005   0.00011 
    3.84994   0.99999   0.00010 
    3.85002   0.99998   0.00008 
    3.85010   0.99976   0.00012 
    3.85018   1.00019   0.00010 
    3.85026   1.00019   0.00011 
    3.85034   1.00005   0.00010 
    3.85042   1.00007   0.00010 
    3.85050   1.00014   0.00008 
    3.85058   0.99999   0.00012 
    3.85066   1.00006   0.00012 
    3.85074   1.00004   0.00008 
    3.85082   0.99999   0.00011 
    3.85090   0.99974   0.00010 
    3.85098   0.99989   0.00009 
    3.85106   1.00003   0.00012 
    3.85114   1.00002   0.00008 
    3.85122   1.00000   0.00010 
    3.85130   0.99997   0.00010 
    3.85138   0.99975   0.00008 
    3.85146   0.99999   0.00010 
